16F11|二元隐函数全微分|链式隐式求导后利用基点消项|2|隐函数求导;链式法则|-|求基点隐函数值;分别偏导并在基点消去高阶因子;组成全微分|IMPLICIT_TOTAL_DIFFERENTIAL|含未知可微函数但基点系数消失|-|-|-
16F12|高阶导数与参数确定|-|2|泰勒系数|-|计算指定阶数导数;利用导数条件确定参数|DERIVATIVE_PARAMETER|反正切与有理函数之差|-|-|BLOCK:primary_method,prerequisites,difficulty_band,evidence_steps,isomorphic_relation@题干为二阶导数而解析实际使用三阶导数，按现存题干条件不成立，需要核对原稿导数阶数
16F13|稀疏行列式多项式|按首行展开递归降阶|1|行列式展开|-|选择稀疏首行展开;保留含参数主子式;归并各次幂|SPARSE_DETERMINANT|伴随型四阶参数行列式|-|-|-
16F14|正态均值双侧置信区间|利用区间关于样本均值对称|1|均值双侧置信区间|-|识别样本均值为区间中心;由上限恢复半宽与下限|NORMAL_CI_SYMMETRY|给定样本均值与置信上限|-|-|-
16A15|极坐标二重积分计算|代入极坐标面积元后分解三角积分|2|极坐标积分;三角积分|-|由给定极坐标区域直接列累次积分;先径向积分;利用对称性处理角度积分|POLAR_RADIAL_MOMENT|圆与心形线间区域的一阶矩|-|-|-
16A16|线性微分方程解的反常积分|特征根衰减保证可积再求积分|2|常系数齐次方程;反常积分|指数衰减|计算特征根并证明全为负;据通解验证反常积分收敛/用初值确定通解系数;逐项积分并化简|ODE_DECAY_INTEGRAL|二阶阻尼型方程的正参数范围|将微分方程整体积分并用边界衰减求积分值|1>2|-
16A17|全微分曲线积分与参数最值|恢复势函数并取端点差后求极小|2|全微分积分;一元极值|由偏导恢复函数|对给定偏导积分并用边界函数定积分常量;用端点差计算参数积分/对所得参数函数求导;结合整体凸性确定最小值|POTENTIAL_ENDPOINT_OPTIMIZATION|已知一个偏导与边界值且终点含参数|-|1>2|-
16A18|闭曲面通量积分|高斯公式转换为三重积分|2|高斯公式;区域投影|-|核对闭曲面外侧;计算散度;依据四面体边界列体积分|GAUSS_CLOSED_SIMPLEX|非对称四面体上的低次向量场|-|-|解析平面系数、积分上下限和展开出现多处不一致；题干几何与主解法仍清楚
16A19|迭代数列的收敛与界|中值定理压缩差分并望远镜求和|3|拉格朗日中值定理;几何级数比较|数列极限|将相邻迭代差控制为几何衰减;证明差分级数绝对收敛/用部分和与迭代项关系证明极限存在;把极限代入固定点方程确定范围|CONTRACTIVE_ITERATION_SERIES|导数严格介于零与小于一的常数|-|1>2|解析将严格不等式直接取极限的步骤不充分，界限应使用极限固定点与中值定理
16A20|参数矩阵方程解的分类|按列增广消元并分秩讨论|2|矩阵方程;线性方程组秩判定|-|合并多个右端项作行化简;区分满秩与降秩参数;逐一判断相容性与自由变量|PARAM_MATRIX_EQUATION_CLASSIFY|三阶系数矩阵与多列右端项|-|-|-
16A21|矩阵高次幂与列线性表示|对角化求幂并递推消去另一矩阵幂|3|相似对角化;分块矩阵乘法|-|构造特征向量矩阵;用对角幂恢复指定矩阵幂/由乘积约束归纳出幂关系;按列解释乘积系数|MATRIX_POWER_TRANSFER|另一矩阵满足平方等于右乘已知矩阵|-|1>2|-
16A22|二维均匀分布与分段变量变换|面积归一化并按指示变量分解概率|3|二维均匀分布;独立性定义|分布函数法|由支持区域面积确定密度/按区域交集检验指示变量与原变量独立性/按指示变量取值拆开和变量事件;分区积分得到分布函数|INDICATOR_CONTINUOUS_SUM|曲线围域上的指示变量加原变量|-|1>2;1>3|BLOCK:difficulty_band,isomorphic_relation@现存区域满足Y小于X，故U退化，解析却使用不退化U且面积归一化不符；需核对根式边界，通用分区步骤仍可标但不能确认所述非独立结论
16A23|次序统计量与无偏修正|最大值分布函数乘积后计算期望|2|独立样本;无偏性|最大次序统计量|以独立性求样本最大值分布函数;求导得到密度/积分求最大值期望;按无偏条件确定缩放系数|MAXIMUM_UNBIASED_SCALE|幂密度样本最大值估计支持端点|-|1>2|-
