16C14|小端字节存储定位|低有效字节依次放在低地址|1|字节序;地址偏移|-|将给定机器数拆成字节;按小端排列;定位指定地址偏移|LITTLE_ENDIAN_BYTE_LOOKUP|双精度机器数但不要求浮点解码|-|-|-
16C15|数组读改写的Cache局部性|按块容纳元素数计数首次读失配|2|Cache块;空间局部性|-|区分每个元素的读和写访问;统计一块内复用次数;形成缺失比例|ARRAY_READ_MODIFY_CACHE|空Cache起始的顺序数组更新|-|-|未给数组首址，按本地块复用分析描述主要比例，不补造边界块的精确缺失数
16C16|RAM区容量与芯片数量|扣除ROM地址区后分别匹配字位扩展|1|地址区间容量;芯片字位组织|-|按包含两端的地址区间求ROM容量;求剩余RAM;用芯片有效位容量换算数量|MEMORY_CHIP_EXPANSION|ROM区域与其余RAM分开设计|-|-|-
16C17|变址后间址的有效地址|按题设次序组合寄存器加法和间接读取|1|变址寻址;间接寻址|-|先将寄存器内容与形式地址组合;再取该内存单元中的地址值|INDEX_THEN_INDIRECT|区分寄存器编号内容和二次取址|-|-|-
16C18|对齐指令的PC最少存储位数|省略恒零低位并单独保留完整指令字|2|按字节编址;字边界对齐|-|由对齐条件识别恒零地址位;求不同指令位置的编码位数;按指令字长确定IR容量|ALIGNED_PC_IR_MIN_BITS|问最少位数而非固定架构寄存器宽度|-|-|按题内允许省略对齐低位的最少实现口径，使用时须恢复地址低位
16C19|无转发流水线的RAW冒险|对照前序写寄存器和后序读寄存器时刻|1|流水线阶段;寄存器依赖|-|列出每条指令的读写寄存器;识别未写回即读取的相关;区分写后写和读后写|PIPELINE_RAW_HAZARD|按序基本五段流水线|-|-|解析配图和文字指令编号错位，依题干读写集合及阶段关系标注
16C20|单周期CPU的数据通路约束|检查一拍内并行数据传送和最长延迟|2|指令周期;共享总线|-|判断共享总线是否满足同拍传送需求;联系最慢指令与时钟长度;核对固定CPI|SINGLE_CYCLE_DATAPATH|单周期处理器的结构和控制信号|-|-|不采纳原文必须五条总线等未经图示支持的数量结论
16C21|总线传输设计与性能|区分位宽频率线路复用和事务重叠|1|串并行传输;突发事务|-|避免仅凭串并行判断速率;说明复用省线和突发摊薄开销;识别分离等待提高利用率|BUS_DESIGN_TRADEOFFS|多种总线设计措施|-|-|原文把分离事务与信号线复用混称，标签分别描述作用
16C22|外部中断与指令异常分类|按事件是否起于当前指令执行判断|1|中断与异常|-|分类缺页算术故障保护错误和设备完成事件|INTERRUPT_EXCEPTION_SOURCE|题干已给严格事件分类定义|-|-|-
16C23|批处理的交互性与多道运行|比较作业预先控制和CPU设备重叠|1|批处理;中断|-|区分直接交互与作业控制;识别单双道批处理;说明等待I/O时切换执行的作用|BATCH_MULTIPROGRAMMING|批处理性质三项辨析|-|-|-
16C24|三阶段多作业的最短完成时间|按输入CPU输出资源互斥绘制时序|2|多道作业;流水重叠|-|保持各作业内部先后顺序;对同一资源避免重叠;重叠不同资源并计入尾部|MULTI_JOB_THREE_STAGE|三个同构作业共享三个单资源|-|-|原文不能重叠指同一资源，不是禁止不同资源并行
16C25|资源等待环的最少进程数|从各进程资源交集构造最短循环等待|2|资源分配图;死锁必要条件|-|排除只需单资源的进程构成等待环;比较两进程能否互持所需资源;构造最短有效环|MIN_DEADLOCK_CYCLE|三类单实例资源与四进程|-|-|原解析末尾含可完成单资源进程的分配不构成死锁，采用题内三资源循环等待证据
16C26|改进CLOCK的页面类别优先级|结合近期访问和脏页写回代价排序|1|访问位;修改位|-|解释四类页面状态;比较访问热度和写回代价的淘汰优先级|ENHANCED_CLOCK_CLASSES|四种访问修改位组合|-|-|-
16C27|TSL自旋互斥的忙等待|追踪反复测试锁时的CPU占用|1|原子测试设置;让权等待|-|判断失败测试是否主动阻塞;区分自旋和唤醒机制;检查关中断循环的影响|TSL_SPIN_WAIT|给原子锁的伪代码|-|-|原文解锁负责唤醒就绪进程不准确，标签只确认锁释放后由等待者重新测试
16C28|段式地址的边界检查|先比较偏移与段长再形成物理地址|1|段表;访问权限|-|区分驻留权限和越界条件;核对偏移是否落在有效段内|SEGMENT_BOUND_CHECK|已驻留可读写段但偏移超长|-|-|-
16C29|固定访问窗口的工作集|截取最近访问记录并对页号去重|1|工作集窗口|-|在图中定位时刻边界;截取规定长度历史;去重形成集合|WORKING_SET_WINDOW|访问次序中有重复页面|-|-|-
16C30|线程共享变量的互斥需求|区分局部状态不同进程地址空间与同进程读改写|2|线程共享内存;非原子更新|-|判断各操作是否访问同一共享对象;区分只读和读改写;识别竞争更新|THREAD_SHARED_UPDATE_MUTEX|两个进程各有两线程|-|-|只读操作之间不互斥并不保证与其他写线程并发时读取值恒定
16C31|SPOOLing的设备共享与系统控制|用磁盘作业队列解耦用户与独占外设|1|假脱机;多道程序|-|识别外存队列和后台系统职责;区分用户提交与设备实际传送控制|SPOOLING_SYSTEM_CONTROL|独占设备供多作业共享|-|-|不将专用外围控制机误作所有SPOOLing实现的硬件要求
16C32|管程的同步与封装特性|分析受保护数据过程及条件等待|1|互斥;条件同步|-|识别单入口执行和局部数据访问约束;区分管程互斥与同步用途|MONITOR_PROPERTIES|管程能否只实现互斥|-|-|-
16C33|网络设备的最高工作层次|按转发单位和服务功能定位OSI层|1|OSI层次;路由器交换机集线器|-|区分比特再生帧转发和分组路由;匹配设备最高功能层|NETWORK_DEVICE_LAYERS|共用题33至41网络图|-|-|共同网络图实际保存在第41题块内，已结合该图核对
16C34|香农容量的分贝换算|先把信噪比分贝还原为比值再求容量|1|香农定理;分贝|-|将信噪比转为线性比值;求理论最大数据率;按实际比例缩放|SHANNON_DB_RATE|实际速率为理论值的一部分|-|-|-
16C35|交换机与集线器的物理可见范围|先跟踪源地址学习再分析比特再生传播|2|交换机自学习;集线器|-|根据先行数据帧更新转发表;跟踪确认帧转发;区分物理接收与上层接收|SWITCH_HUB_FRAME_VISIBILITY|主机发送并立即收到反向确认|-|-|依据第41题块的共用拓扑，不把未知拓扑当作全端口泛洪
16C36|含中继延迟的CSMA/CD最大距离|从争用期预算扣除集线器再生时间|2|最小帧长;传播时延|-|求最短帧发送时长及单程预算;扣除中继延迟;换算可用传播距离|CSMA_REPEATER_DIAMETER|100BaseT集线器有固定再生延迟|-|-|链路速率由第41题共用图给出，未从互联网补取
16C37|RIP失效通告与慢收敛|比较失效向量和邻居尚未更新的距离|2|距离矢量;RIP不可达度量|-|按共用拓扑确定原距离;应用一次失效通告;分析旧邻居信息的影响|RIP_COUNT_TO_INFINITY_STEP|仅一个邻居通告失效而非全网收敛|-|-|按本地解析保留邻居旧向量的更新口径，不推断失效通知已经传遍全网
16C38|NAT出口地址与点对点子网|由链路前缀确定接口地址并区分端到端目的|2|IPv4子网;NAT|-|从共用拓扑定位NAT出口;排除网络广播地址;判断转发后IP源目字段|NAT_POINT_TO_POINT_SOURCE|私网主机经带NAT的路由器出口|-|-|NAT标识和邻接接口地址在第41题共用图中直接提供
16C39|子网与默认网关的可达性|按掩码分组并检验跨网段下一跳|2|ARP;默认网关|-|确定主机是否同子网;比较配置网关与真实接口;分别判断本地与跨网段通信|SUBNET_GATEWAY_REACHABILITY|同物理网络主机配置为两个逻辑子网|-|-|依据共用图中的主机与路由器地址，不补造额外网关设备
16C40|DNS迭代查询次数边界|比较缓存命中与逐级委派查询|2|DNS层次;迭代与递归|-|确定所问服务器角色;分析命中缓存的最少次数;按域名层级统计可能委派次数|DNS_ITERATIVE_QUERY_COUNT|所有服务器迭代且询问指定DNS发起次数|-|-|解析把根顶级与本地服务器层级名称混写；标签按缓存和逐级委派机制，不让本地服务器查询自身
16A41|TCP握手与接收缓存限制下的窗口演化|逐ACK更新双方窗口并按RTT推进状态|3|TCP字节序号;慢开始|连接释放时序|判断第二次握手的SYN位;判断ACK位;按握手占序号确定确认号/按缓存占用求通告窗口;按新确认求拥塞窗口;取两类窗口共同限制/求缓存填满后的下一个数据序号;按传输轮次求平均数据率/从断开交换时序求被动端最早释放时刻|TCP_ACK_BUFFER_RELEASE|接收端只存不取且逐段确认|-|1>3;2>3|原总分10分与9项标分合计9分不一致；解析把字节每秒换成比特每秒时遗漏倍率，标签保留单位检查而不复制结果
16A42|正则k叉树的叶数及规模界|用边数恒等式和极端层次构造推导|3|树的度;几何级数|-|由非叶度数总和推导叶数/构造各层满分支的最大规模;构造每层仅一个继续分支的最小规模|REGULAR_KARY_TREE_BOUNDS|非叶结点均恰有k个孩子|-|-|原求和排版变量混乱，层次数量与极端构造叙述明确
16A43|等量分组最大和差的选择划分|按中位秩分区仅递进包含目标秩的一侧|3|快速划分;秩选择|复杂度分析|由正整数及人数约束确定两组的大小次序结构/实现按目标秩单侧缩减的划分;处理奇偶数量及边界/区分平均和退化时间;计入递归调用栈而非只算辅助数组|BALANCED_MAX_SUM_PARTITION|人数差最小并使组和差最大|-|1>2;2>3|原实现为递归却声称常数空间，且将平均线性写成无条件线性；只标正确的复杂度检查任务
16A44|异步串行输入的中断重叠与CPU开销|按设备重启时刻区分总耗时和CPU忙时|3|串行字符格式;CPU性能方程|中断响应|计入起始数据校验及停止位;由字符准备时间求最大输入频率/按设备与中断重叠时序计算任务总周期;计算纯CPU响应服务周期;说明硬件中断响应操作|INTERRUPT_ASYNC_INPUT_TIMELINE|中断服务中途启动下一字符|-|-|元数据10分与2加1加3加1加2的9分细则冲突；可计末次服务尾部的口径按原评分条件保留
16A45|分页TLB与组相联Cache地址分解|逐层分割虚实地址并比较存储层级策略|3|分页地址;Cache组相联|多级存储缺失代价;存储写策略|求虚页字段A宽度;求TLB标记B宽度;求页框字段C宽度;求页内偏移D宽度;求Cache标记E宽度;求组号F宽度;求块内偏移G宽度;说明TLB标记含义/由主存块号求Cache组号;求对应Cache标记字段/比较Cache缺失和缺页处理开销;说明所涉及慢层介质差异/根据慢层写入代价比较直写和回写选择|PAGING_CACHE_TLB_FIELDS|全相联TLB与二路Cache|-|1>2|元数据7分与分项合计14分冲突；Cache图中第二路列标题误写页框号，不将其当作Cache数据语义
16A46|避免饥饿的动态优先数设计|用运行惩罚和等待补偿调整静态优先数|3|优先数调度;饥饿|-|解释静态优先数下长期失去运行机会的原因/保留静态优先数项;使连续运行增加数值降低优先级;使持续等待减少数值提高优先级;说明等待补偿的作用|DYNAMIC_PRIORITY_AGING|数值越小越优先且计时随状态重置|-|-|元数据8分而明确评分项合计6分，未补造差额分值
16A47|FAT目录和簇链的文件寻址|从目录首簇沿内存FAT定位后继簇|3|目录项;簇号索引|FAT容量|填写根目录的子目录条目;填写子目录的第一个用户文件条目;填写子目录的第二个用户文件条目/按簇号宽度求FAT字节容量;按可寻址簇数求文件最大长度/定位第一个后继簇号所在表项;定位第二个后继簇号所在表项/定位需要读入的中间目录簇;按文件字节位置定位目标数据簇|FAT_DIRECTORY_CLUSTER_LOOKUP|仅FAT和顶层目录已在内存|-|1>4;3>4|原文容量采用全部簇号可用的抽象口径，同时接受考虑结束和坏簇标志的正确处理
