10C18|体系结构可见寄存器|区分程序可影响的状态与内部临时寄存器|1|程序计数器;CPU寄存器|-|分析汇编指令能否间接或直接影响寄存器;区分体系结构状态与内部数据通路|ARCH_VISIBLE_REGISTERS|PC与MAR等寄存器可见性|-|-|-
10C19|流水线冒险与旁路|区分阻塞来源及其缓解机制|1|结构数据控制冒险|-|分类冲突来源;识别旁路作为数据相关缓解措施|PIPELINE_HAZARD_FORWARDING|多种冲突与数据转发比较|-|-|旁路不保证消除所有数据冒险，标签不作该推广
10C20|总线标准识别|将硬件接口标准与性能或存储缩写区分|1|总线基本分类|-|识别各缩写的所属概念;筛选全部为总线标准的集合|BUS_STANDARD_CLASSIFICATION|多组缩写辨析|-|-|-
10C21|单级中断的软件处理次序|区分硬件隐指令与服务程序职责|2|中断响应;现场保护|-|排除硬件完成的关中断保存断点;安排现场保护处理恢复与返回顺序|SINGLE_INTERRUPT_SERVICE_ORDER|单级不嵌套中断的处理流程|-|-|末项选项编号转写重复，不影响软硬件职责判断
10C22|显示刷新所需带宽|像素量乘色深帧率再按占用比例还原|1|带宽单位;显示数据量|-|求每帧比特量和每秒刷新流量;按带宽分配比例求总量|DISPLAY_MEMORY_BANDWIDTH|分辨率色深帧率与刷新占比|-|-|-
10C23|系统调用接口|区分操作系统接口与用户库封装|1|用户态内核态|-|辨别应用请求内核服务的正式接口;与库函数中断机制等概念区分|SYSTEM_CALL_INTERFACE|操作系统面向应用程序的接口|-|-|-
10C24|进程创建触发事件|依据是否需要新执行实体判断|1|进程生命周期|-|分析登录及程序启动等事件;区分资源分配与进程创建|PROCESS_CREATION_EVENTS|登录分配设备和启动程序|-|-|-
10C25|计数信号量的数值含义|按当前值符号解释资源与等待数|1|计数信号量|-|从正数值确定可用资源;区分负数值对应的等待队列含义|SEMAPHORE_VALUE_INTERPRETATION|给定初始和当前计数|-|-|-
10C26|动态优先级调整|按交互响应公平与CPU占用判断时机|1|进程调度;饥饿|-|比较时间片用尽与I/O完成等事件;选择合理的降优先级时机|DYNAMIC_PRIORITY_UPDATE|动态调度的降级事件|-|-|-
10C27|Peterson互斥算法|分析意愿标志与让权变量的交错执行|2|临界区准则;共享变量|-|识别双方竞争时最后写入的让权状态;证明至多一方进入;检查等待是否有界|PETERSON_MUTEX_PROGRESS|两个进程的软件互斥伪代码|-|-|按题设抽象原子读写模型分析，不推定现代弱内存下无需内存序保证
10C28|最佳适配动态分区|逐次选最小可容纳空洞并更新空间表|2|动态分区分配|-|模拟申请释放后的空闲块;对每次申请使用最佳适配;求最终最大空闲块|BEST_FIT_ALLOCATION_TRACE|多次分配释放的有限内存|-|-|图中分配8MB后的空块标注与分配过程局部不一致，文字请求序列足以核对标签
10C29|两级页表目录项数量|以一页能容纳的页表项数分摊虚页总数|1|分页地址结构;页表项大小|-|计算每个二级页表页的映射容量;据逻辑页总量计算目录项下界|TWO_LEVEL_PAGE_TABLE_COUNT|已知页大小与页表项字节数|-|-|-
10C30|混合索引文件最大容量|按直接和各级间接指针扇出求和|2|索引分配;磁盘块大小|-|计算索引块地址项容量;逐级计算可寻址数据块数;换算文件最大字节数|INODE_MAX_FILE_SIZE|直接一级二级地址项混合|-|-|-
10C31|工作目录与路径查找|分析相对路径省去的目录遍历|1|树形目录;路径名|-|区分名字解析成本与数据读写成本;说明当前目录对检索的作用|CURRENT_DIRECTORY_LOOKUP|设置当前工作目录的目的|-|-|-
10C32|键盘输入的中断处理|按输入事件处理链确定最先获取数据的程序|1|中断I/O|-|追踪键盘中断到系统上层的传递;定位首次读取输入的处理程序|KEYBOARD_INTERRUPT_HANDLER|登录过程中的键盘输入|-|-|-
10C33|网络体系结构的抽象边界|区分层次功能协议与实现细节|1|网络分层|-|识别体系结构规定的抽象内容;排除具体内部实现|NETWORK_ARCHITECTURE_ABSTRACTION|体系结构描述范围|-|-|-
10C34|存储转发流水传输时间|分组数加末包剩余跳数的传输时延|2|存储转发;分组开销|-|按有效载荷计算分组数;从图确定最短跳数;计算源端发送与末包后续转发时间|STORE_FORWARD_FILE_TIME|等速链路且忽略传播时延|-|-|-
10C35|RIP不可达度量|按距离矢量的不可达阈值解释公告|1|RIP距离矢量|-|识别邻居公告的不可达度量;判断经该邻居路由是否可用|RIP_INFINITY_METRIC|收到距离为协议无穷大的路由项|-|-|按原题历史协议口径标注
10C36|ICMP历史差错报文类型|依据本地题设匹配拥塞反馈语义|1|ICMP控制报文|-|将拥塞丢包事件与原题列出的控制报文功能对应|ICMP_HISTORICAL_CONGESTION|历史真题的源点抑制语义|-|-|本条是2010年题内协议知识口径，不作为当前网络配置建议，也未联网更新题目
10C37|定长IPv4子网划分|由掩码拆分借用位与主机位|1|IPv4子网掩码|-|把掩码转换为前缀长度;计算子网位数和主机位数;扣除不可分配主机地址|FLSM_HOST_SUBNET_COUNT|给定原网络前缀和新掩码|-|-|-
10C38|网络设备与广播域隔离|按设备工作层次判断广播转发边界|1|广播域;网桥与路由器|-|区分冲突域和广播域;比较物理链路层与网络层设备的隔离能力|BROADCAST_DOMAIN_DEVICE|多类设备抑制广播扩散能力|-|-|解析将广播风暴笼统归入网络层不严谨；使用广播域边界判断
10C39|TCP发送窗口剩余空间|取接收拥塞窗口较小值并扣在途字节|2|TCP累计确认;流量控制|-|由通告和拥塞状态确定窗口上限;更新已确认和在途数据;计算还能发送的字节量|TCP_AVAILABLE_SEND_WINDOW|收到一个段确认后的接收窗口限制|-|-|-
10C40|DNS递归查询的消息职责|逐级委托解析并等待结果返回|1|递归与迭代DNS查询|-|区分递归委托和迭代转介;按题设无缓存条件统计各参与方发起查询数|DNS_RECURSIVE_REQUEST_COUNT|完全递归解析中的主机和本地服务器|-|-|按题设完全递归模式，不混入其他部署模式
10A41|线性探测散列表与平均查找长度|按装载率建表并分别枚举成功失败探测|3|散列函数;线性探测|-|由装载率确定表长;按序处理冲突填表/统计每个关键字的成功比较次数;在散列原像地址范围统计失败探测;分别求平均|HASH_LINEAR_PROBE_ASL|表长与散列函数值域不同|-|1>2|-
10A42|数组循环移动的原地算法|三次区间逆置实现分段交换|3|数组下标;双向交换|复杂度分析|用分段逆置恒等式说明算法/实现区间翻转并组合成循环位移/分析三段操作总时间和额外空间|ARRAY_ROTATION_REVERSAL|顺序表循环左移给定位数|使用长度为移动量的辅助数组暂存并平移|1>2;2>3|原文备选步骤将剩余n减p个元素误写为后p个，按其明确数组暂存机制标注
10A43|指令编码寻址与执行状态|按字段分解指令并跟踪有效地址和自增|3|补码位移;按字编址|寄存器寻址|依据字段宽度求指令寄存器容量与MAR/MDR位数/按相对寻址和地址空间分析目标范围/编码寻址与寄存器字段;区分指针值和存储单元值;跟踪运算写回与自增状态|INSTRUCTION_ENCODING_EXECUTION|单字长双操作数指令及自增间接寻址|-|1>2;1>3|-
10A44|Cache组织与数组访问局部性|地址字段划分加访问步长映射分析|3|直接映射Cache;行优先数组|Cache容量元数据|分解主存地址并计算数据及标记有效位总容量/由数组首址和下标求元素块号;计算映射行/分别跟踪行优先列优先访问的块复用;求命中率并比较执行性能|CACHE_ARRAY_LOCALITY|分离指令数据Cache与二维数组两种遍历|-|1>2;2>3|本地另解是同一按块复用统计方法的改写，不单列
10A45|磁盘空间管理与访问时间|位图容量匹配和扫描寻道延迟分解|3|位图;磁盘访问时延|磁盘调度|按每块一位论证空闲管理结构/根据扫描顺序累计磁道移动;加旋转等待和扇区传输时间/依据Flash无机械运动比较调度收益|DISK_BITMAP_SCAN_LATENCY|机械磁盘与Flash替换对比|-|-|题干称C-SCAN但未给磁盘端点，解析按请求端点回绕计算，具体寻道数值需核对采用的扫描约定
10A46|分页置换后的物理地址|分解虚地址再分别模拟FIFO与CLOCK|3|分页地址分解;页面置换|-|由页大小取得页号和偏移/按装入时间选FIFO淘汰页并合成新地址/从图示指针按访问位扫描CLOCK;更新位并选择页框;合成物理地址|PAGING_REPLACEMENT_ADDRESS|固定分配下比较FIFO与CLOCK|-|1>2;1>3|-
10A47|CSMA/CD检测时延与停等吞吐率|端点发送时序加数据确认完整周期|3|传播时延;发送时延|有效载荷吞吐率|构造同时发送和最迟竞争两种时序;求双方检测冲突的时延界/累计数据帧确认帧和往返传播时间;用有效载荷除以发送周期|CSMA_STOP_WAIT_THROUGHPUT|无冲突时逐帧等待确认的以太网|-|1>2|第二问复用第一问已计算的传播时延，不依赖冲突检测极值结论
